review_id,review,positive_first,use_negative_dot,use_positive_dot,positive_len_1,positive_len_2,negative_len_1,negative_len_2,positive_negative_len_prop_1,positive_negative_len_prop_2,use_extreme_positive_words_1,use_extreme_positive_words_2,use_extreme_positive_words_3,use_extreme_negative_words_1,use_extreme_negative_words_2,use_extreme_negative_words_3,topic_price_positive,topic_facilities_positive,topic_design_positive,topic_location_positive,topic_room_positive,topic_staff_positive,topic_food_positive,topic_metro_positive,topic_bathroom_positive,topic_view_positive,topic_price_negative,topic_staff_negative,topic_bathroom_negative,topic_room_negative,topic_food_negative,topic_location_negative,topic_facilities_negative,topic_air_negative,use_negative_nothing_to_dislike,use_positive_nothing,detailed,list,positive_buttom_line_recommendation,negative_buttom_line_recommendation
379,"Positive: Location off a main street bed was ok, breakfast was modest but fine. Check in out was efficient and fast 
Negative: Thinnest towels in the universe tiles coming off side of bath, air con didn't should have guessed they left a fan in the room for some reason but at least could open window but in turn that meant being woken up at 4am. WiFi patchy. One socket didn't work at all and light bulb had blown. Don't seem to care in this hotel. Obviously not owned by people operating it ",1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
380,"Negative: There are just. French. TV channels. In room there is a hanging wardrobe but no shelves  Positive: The hotel is very close to. Arc de. Triomphe 10 minutes by walk. There is a market nearby and. Ternes metro station is 5 minutes far from the hotel. Although the hotel is in city centre this is located in a little yard so we could enjoy silence too. The staff was helpful and cleaning ladies came everyday. The. WiFi connection was good but is needed to spell out in all rooms 
",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
381,"Positive: The hotel is very close to Arc de. Triomphe 10 minutes by walk. There is a market nearby and Ternes metro station is 5 minutes far from the hotel. Although the hotel is in city centre this is located in a little yard so we could enjoy silence too. The staff was helpful and cleaning ladies came everyday. The WiFi connection was good but is needed to spell out in all rooms 
Negative: There are just French TV channels. In room there is a hanging wardrobe but no shelves ",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
382,"Negative: No tea coffee facilities in the room Positive: Beds were comfy not sure three people would fit in the room was abit small enough for two though
",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,"Positive: Beds were comfy, not sure three people would fit in, the room was a bit small enough for two though
Negative: No tea coffee facilities in the room",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
384,"Negative: The size of the rooms Positive: The location at a walking distance from. Palais des. Congr's restaurants and the daily market. Rue. Poncelet
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385,"Positive: The location at a walking distance from Palais des Congr's restaurants and the daily market Rue Poncelet
Negative: The size of the rooms",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
386,"Negative: Rooms were small. No air conditioning but there was a fan  Positive: Bed was nice clean good location nice ambiance
",0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
387,"Positive: Bed was nice, clean, good location, nice ambiance
Negative: Rooms were small. No air conditioning but there was a fan ",1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
388,"Negative: The lack of lounge facilities Positive: The friendly helpful staff. The location value for money good breakfast 
",0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
389,"Positive: The friendly helpful staff. The location, value for money, good breakfast 
Negative: The lack of lounge facilities",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
390,"Negative: No bed in this room air conditioning not working one of the lamps not working loud in the morning Positive: clean
",0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
391,"Positive: clean
Negative: No bed in this room, air conditioning not working, one of the lamps not working, loud in the morning",1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
392,"Negative: None Positive: EVERYTHING. Staff location complimentary stocked bar fridge accommodating staff comfortable beds cleanliness value for money 5 star treatment
",0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
393,"Negative: stayed in a newly refurbished family room which was excellent apart from the air con not cooling the room sufficiently. Positive: good variety of food at breakfast, outdoor swimming pool small but good with great views of the city, staff friendly professional and helpful and child friendly, room large and well equipped across the road from metro station.",0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
394,"Positive: EVERYTHING. Staff location complimentary stocked bar fridge accommodating staff comfortable beds cleanliness value for money 5 star treatment
Negative: None",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
395,"Positive: good variety of food at breakfast, outdoor swimming pool small but good with great views of the city, staff friendly professional and helpful and child friendly, room large and well equipped across the road from metro station. Negative: stayed in a newly refurbished family room which was excellent apart from the air con not cooling the room sufficiently.",1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
396,"Negative: breakfast. Parking is 10 mins away no bell boys had to load luggage on my own in my car  Positive: Location. Staff room 
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
397,"Negative: The hotel was very far from the center of Milan given that we are tourists we got lost on our way to the hotel. The staff were not helpful not friendly at all. Positive: The hotel was neat and clean, it has good facilities.",0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
398,"Positive: Location. Staff room 
Negative: breakfast. Parking is 10 mins away no bell boys had to load luggage on my own in my car ",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
399,"Positive: The hotel was neat and clean, it has good facilities. Negative: The hotel was very far from the center of Milan given that we are tourists we got lost on our way to the hotel. The staff were not helpful not friendly at all.",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
400,"Negative: Small room but who's going to spend whole day in the room with dozens of attractions around  Positive: Friendly staff and excellent location. Nice river view 
",0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
401,Negative: It needs a touch. The restaurant is not a big deal or espectacular regular to bad. I ordered pasta but they served noodles like pasta fruiti de mare disgusting. Positive: Good hotel for short stop. ,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
402,"Positive: Friendly staff and excellent location. Nice river view 
Negative: Small room but who's going to spend whole day in the room with dozens of attractions around ",1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
403,Positive: Good hotel for short stop. Negative: It needs a touch. The restaurant is not a big deal or espectacular regular to bad. I ordered pasta but they served noodles like pasta fruiti de mare disgusting.,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
404,"Negative: Would have like tea coffee facilities in the room  Positive: Location and friendliness of the staff. Team were very welcoming and most helpful. Nothing was too much trouble. Room size was adequate size very quiet even though we were street facing. Lift access to all floors was appreciated. Qualities toiletries provided 
",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
405,"Negative: You need a car if you want to stay at this hotel with the family. Parking is around 10 euros per day but you can park somewhere on the street near the hotel for free. There are no other facilities in the hotel beside the gym which is free and the spa that costs 50 euros per hour max 6 persons which is still expensive for a family. Positive: The bed was very comfortable, the room and the bathroom were clean and nicely designed.",0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
406,"Positive: Location and friendliness of the staff. Team were very welcoming and most helpful. Nothing was too much trouble. Room size was adequate size very quiet even though we were street facing. Lift access to all floors was appreciated. Qualities toiletries provided 
Negative: Would have like tea coffee facilities in the room ",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,"Positive: The bed was very comfortable, the room and the bathroom were clean and nicely designed. Negative: You need a car if you want to stay at this hotel with the family. Parking is around 10 euros per day but you can park somewhere on the street near the hotel for free. There are no other facilities in the hotel beside the gym which is free and the spa that costs 50 euros per hour max 6 persons which is still expensive for a family.",1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
408,"Negative: Shower over the bath Positive: Location was excellent could see Notre dame from the window. The hotel is a few minutes walk to metro RER bus and hop of n on bus 
",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,Negative: 8 euros for a pint of heineken in the bar is over the top. Positive: the hotel is out of town but the hotel offer a free bus to the nearest railway station where you can get into town for 6 euros. The rooms are modern and comfortable.,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
410,"Positive: Location was excellent could see Notre dame from the window. The hotel is a few minutes walk to metro RER bus and hop of n on bus 
Negative: Shower over the bath",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,Positive: the hotel is out of town but the hotel offer a free bus to the nearest railway station where you can get into town for 6 euros. The rooms are modern and comfortable. Negative: 8 euros for a pint of heineken in the bar is over the top.,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"Negative: Some low beams in the bedroom meant a few bumps to the head  Positive: We were on the 5th floor with a lovely view over the Seine and Notre Dame. The bed was superb but the lasting impression was of the staff our concierge was extremely knowledgeable helpful and welcoming 
",0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413,"Negative: Isolated position with nothing around everything even the shuttle service shuts down at 11 PM sharp which is too early if you plan to go for dinner in Milan City. Positive: huge rooms, pristine conditions, very helpful concierge, very useful shuttle service designed for business trips.",0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"Positive: We were on the 5th floor with a lovely view over the Seine and Notre Dame. The bed was superb but the lasting impression was of the staff our concierge was extremely knowledgeable helpful and welcoming 
Negative: Some low beams in the bedroom meant a few bumps to the head ",1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,"Positive: huge rooms, pristine conditions, very helpful concierge, very useful shuttle service designed for business trips. Negative: Isolated position with nothing around everything even the shuttle service shuts down at 11 PM sharp which is too early if you plan to go for dinner in Milan City.",1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,"Negative: Positive: Location and view are key at this charming hotel. For a short visit for tourism or for business in the central city one would hardly need transportation. If you do a taxi stand is just beyond the door and just past that a stop for the Metro Need RER. The station for line to CDG is two steps right of the entrance. Rooms are beautifully quiet and peaceful. The courtesy of the staff can't be surpassed. Add little kindnesses like providing good umbrellas for rainy days and guests get the feeling their needs are anticipated and honored 
",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417,"Negative: the info of hotel shuttle comming from the train station to hotel NEEDS TO BE ANOUNCED on the Booking page because it WORKS EXCELENT but the first way to hotel is 2km from the station in 37C was grose. Just ASK for THE SHUTTLE and The hotel WILL HELP you From the TRAIN STATION. Positive: Design really nice lobby and rooms relatively close to Expo 2015. Bed big and comfortable, blindes air condition, windows good acoustic.",0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,"Positive: Location and view are key at this charming hotel. For a short visit for tourism or for business in the central city one would hardly need transportation. If you do a taxi stand is just beyond the door and just past that a stop for the Metro Need RER. The station for line to CDG is two steps right of the entrance. Rooms are beautifully quiet and peaceful. The courtesy of the staff can't be surpassed. Add little kindnesses like providing good umbrellas for rainy days and guests get the feeling their needs are anticipated and honored 
Negative:",1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
419,"Positive: Design really nice lobby and rooms relatively close to Expo 2015. Bed big and comfortable, blindes air condition, windows good acoustic. Negative: the info of hotel shuttle comming from the train station to hotel NEEDS TO BE ANOUNCED on the Booking page because it WORKS EXCELENT but the first way to hotel is 2km from the station in 37C was grose. Just ASK for THE SHUTTLE and The hotel WILL HELP you From the TRAIN STATION.",1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,"Positive:
Negative: The hotel allows people to be with their pets. One of the guests left his 2 big dogs in the room and went outside. We were obliged to change the room around 11 pm simply because the hotel weren't able to join the guest by phone. When we asked the concierge about the way the accept people with pets the answer was they are paying extra money for this. This was a ridiculous justification from the hotel. Adding to that there is an adhoc market every. Tuesday. Friday. Sunday in front of the hotel from 5 am until 3 pm with the noise and the dust everywhere in the road ",1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
511,Positive: We stay in premier king room with city view. We love heated bathroom floor and the superb view from my bedroom and the bed was so comfortable. Negative: Expensive in room breakfast.,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
512,"Negative: One of the rooms we got had a very bad smell. Our rooms where not ready on time they did apologize for this but a free coffee while waiting would have been the least they could have done. The rooms could be cleaner they start to have an older look and could probably get new carpets or no carpets at all which is always the best choice for hotels  Positive: The hotel is near the Metro station Porte d. Italie where you have got 3 Metro lines and most of them will take you to sightseeing or shopping places in Paris 
",0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
513,"Negative: The hotel restaurant Ting restaurant, breakfast has little to choose from. We also had dinner at Ting, service was average food was not good but price is exceptional. Will not recommend you to try this restaurant. Positive: view is stunning.",0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
514,"Positive: The hotel is near the Metro station Porte d. Italie where you have got 3 Metro lines and most of them will take you to sightseeing or shopping places in Paris 
Negative: One of the rooms we got had a very bad smell. Our rooms where not ready on time they did apologize for this but a free coffee while waiting would have been the least they could have done. The rooms could be cleaner they start to have an older look and could probably get new carpets or no carpets at all which is always the best choice for hotels ",1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
515,"Positive: view is stunning. Negative: The hotel restaurant Ting restaurant, breakfast has little to choose from. We also had dinner at Ting, service was average food was not good but price is exceptional. Will not recommend you to try this restaurant.",1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
516,"Negative: Air. Con was not working. With temperatures going above 20 degrees it got pretty uncomfortable to sleep during the night. Opening the window was not an option since the building is on a busy street  Positive: Well maintained clean rooms. Friendly staff. Good location with proximity to the metro station. Good sound proofing despite being on a busy street 
",0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
517,Negative: I felt some elements of breakfast could have been better. For example the tea we were served was only luke warm and the buffet was not always fully topped up. Positive: Staff very welcoming and friendly and the hotel and room lovely.,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
518,"Positive: Well maintained clean rooms. Friendly staff. Good location with proximity to the metro station. Good sound proofing despite being on a busy street 
Negative: Air. Con was not working. With temperatures going above 20 degrees it got pretty uncomfortable to sleep during the night. Opening the window was not an option since the building is on a busy street ",1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
519,Positive: Staff very welcoming and friendly and the hotel and room lovely. Negative: I felt some elements of breakfast could have been better. For example the tea we were served was only luke warm and the buffet was not always fully topped up.,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
520,"Negative: The bar area was small and it felt like sitting in the foyer if you were to have a drink. I did not see the bar being used at any time during my stay Positive: The room was excellent in size comfort and warmth
",0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,Negative: Bit of a taxi ride from shopping in Knightsbridge. Furniture placed in front of windows blocking the amazing views surprisingly in our view the room layout could have been better arranged to maximise views without sacrificing convenience tv minibar right in main window view. Positive: Wow factor. Nice buzzie bar with unrivalled views. Lovely rooms. Great extra mile staff.,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,"Positive: The room was excellent in size comfort and warmth
Negative: The bar area was small and it felt like sitting in the foyer if you were to have a drink. I did not see the bar being used at any time during my stay",1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
523,Positive: Wow factor. Nice buzzie bar with unrivalled views. Lovely rooms. Great extra mile staff. Negative: Bit of a taxi ride from shopping in Knightsbridge. Furniture placed in front of windows blocking the amazing views surprisingly in our view the room layout could have been better arranged to maximise views without sacrificing convenience tv minibar right in main window view.,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,"Negative: I would have preferred a cheaper more basic budget breakfast option. I ate breakfast elsewhere  Positive: Fast wifi with strong signal. Clean and comfortable. Good location in a safe feeling area and near a metro stop 
",0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
525,"Negative: Everything was good. Prices for food and breverages were pricier than other similar hotels we had stayed but not really an issue. Food quality could be better for both the a la carte and smorgasbord. Positive: Good location, very helpful well informed and friendly staff from doorman bellboy reception to restaurant staff. Very comfortable and clean rioom and magnificent view ",0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
526,"Positive: Fast wifi with strong signal. Clean and comfortable. Good location in a safe feeling area and near a metro stop 
Negative: I would have preferred a cheaper more basic budget breakfast option. I ate breakfast elsewhere ",1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
527,"Positive: Good location, very helpful well informed and friendly staff from doorman bellboy reception to restaurant staff. Very comfortable and clean rioom and magnificent view  Negative: Everything was good. Prices for food and breverages were pricier than other similar hotels we had stayed but not really an issue. Food quality could be better for both the a la carte and smorgasbord.",1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
528,"Negative: Bar staffed Positive: Great location staff were excellent and the. Sunday market superb. Great local restaurants we will be back 
",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
529,Negative: A further residents bar would be nice just to relax after a day out when Gong is busy tea coffee drinks and small plates rather than be directed to room service. Staying 2 nights I did feel a bit claustrophobic with the air conditioning but do understand why windows don't open. Positive: Attentive staff good choice of food and drink amenities in the room thought through and presented well. Definitely with a visit and worth the cost.,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
530,"Positive: Great location staff were excellent and the. Sunday market superb. Great local restaurants we will be back 
Negative: Bar staffed",1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
531,Positive: Attentive staff good choice of food and drink amenities in the room thought through and presented well. Definitely with a visit and worth the cost. Negative: A further residents bar would be nice just to relax after a day out when Gong is busy tea coffee drinks and small plates rather than be directed to room service. Staying 2 nights I did feel a bit claustrophobic with the air conditioning but do understand why windows don't open.,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
532,"Negative: The hotel does not yet seem to have the right facilities to offer good food via room service so best is to find a restaurant nearby if you want a meal  Positive: Spacious room unusual for Paris clean great location 3 min walk from Place d. Italie metro station and from supermarkets stores and restaurants friendly staff completely renovated lobby bar 
",0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
533,"Negative: Nothing not to like. Positive: Everything was perfect. They also upgraded us as a surprise for my husbands birthday we had the most awesome views and the room was perfect, we woke up to see the sunrise. our stay was simply perfect and very recommended. I recently stayed at the Mondrian hotel priced almost the same for the room categories but in terms of service experience attention to detail and customer satisfaction this hotel by FAR exceeded that experience so much so we joined up to Shangri la's loyalty program as I was really surprised we could still get such amazing customer service. Fully recommend staying here did I mention the phenomenal views.",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
534,"Positive: Spacious room unusual for Paris clean great location 3 min walk from Place d. Italie metro station and from supermarkets stores and restaurants friendly staff completely renovated lobby bar 
Negative: The hotel does not yet seem to have the right facilities to offer good food via room service so best is to find a restaurant nearby if you want a meal ",1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
535,"Positive: Everything was perfect. They also upgraded us as a surprise for my husbands birthday we had the most awesome views and the room was perfect, we woke up to see the sunrise. our stay was simply perfect and very recommended. I recently stayed at the Mondrian hotel priced almost the same for the room categories but in terms of service experience attention to detail and customer satisfaction this hotel by FAR exceeded that experience so much so we joined up to Shangri la's loyalty program as I was really surprised we could still get such amazing customer service. Fully recommend staying here did I mention the phenomenal views. Negative: Nothing not to like.",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
536,"Negative: I personally didn't think the food was all that great. The minestrone I had was very think and too tomatie. The breakfast poached eggs came overcooked an on one slice of toast. The bacon sandwich was dry. Not to standard for the hotel or the price  Positive: The hotel design location and staff were amazing 
",0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
537,Negative: they need to renovate hated brown curtains and rooms are too small. not good for value of the money. Positive: location is good.,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
538,"Positive: The hotel design location and staff were amazing 
Negative: I personally didn't think the food was all that great. The minestrone I had was very think and too tomatie. The breakfast poached eggs came overcooked an on one slice of toast. The bacon sandwich was dry. Not to standard for the hotel or the price ",1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
539,Positive: location is good. Negative: they need to renovate hated brown curtains and rooms are too small. not good for value of the money.,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
540,"Negative: The breakfast was confusing and while we had booked inclusive breakfast we were charged 45. When we complained it wasn't explained what was inclusive and what was extra and we only had pancakes and toast with orange juice and toast and the oragange juice never arrived, the cost was removed from the bill. It could have been communicated better though to avoid spoiling our otherwise excellent stay Positive: Excellent location facilities staff and hotel fabulous
",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
541,Negative: The Location of the room next to the Elevator was not the key but the slamming emergency door which was used many times for what reason ever. The gap between door and floor let my room lightening up like having forgotten to Switch off the lamp. Positive: Friendly staff especially in the welcome area. Location of the Hotel in the middle of many famous streets.,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
542,"Positive: Excellent location facilities staff and hotel fabulous
Negative: The breakfast was confusing and while we had booked inclusive breakfast we were charged 45. When we complained it wasn't explained what was inclusive and what was extra and we only had pancakes and toast with orange juice and toast and the oragange juice never arrived, the cost was removed from the bill. It could have been communicated better though to avoid spoiling our otherwise excellent stay",1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
543,Positive: Friendly staff especially in the welcome area. Location of the Hotel in the middle of many famous streets. Negative: The Location of the room next to the Elevator was not the key but the slamming emergency door which was used many times for what reason ever. The gap between door and floor let my room lightening up like having forgotten to Switch off the lamp.,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
